Link,Name,Image,About,HowToMake,Ingredients,Garnish,Glass,Flavor,BaseSpirit,CocktailType,Preparation,Served,Strength,Difficulty,Hours,Occasions,Theme,Brands
https://www.liquor.com/recipes/moet-golden-glamour/,Moet Golden Glamour,https://cdn.liquor.com/wp-content/uploads/2011/02/moet-golden-glamour.jpg,This official cocktail of the 2010 Academy Awards is appropriately elegant.,Add all the ingredients to a coupe glass. Garnish with a fresh mint sprig.,Moët &amp; Chandon Imperial Champagne;Navan Vanilla Liqueur;Passion fruit juice,1 Mint sprig,Coupe,Fruity/Citrus-forward;Sweet,Liqueurs,Modern Classics,,Neat/Up,Medium,Simple,Evening,,,Navan
https://www.liquor.com/recipes/the-complete-irish-meal/,The Complete Irish Meal,https://cdn.liquor.com/wp-content/uploads/2011/02/the-complete-irish-meal.jpg,A whiskey supper from the Emerald Isle.,Add all the ingredients to a shaker and fill with ice. Shake vigorously and strain into a chilled cocktail glass.,Bushmills Irish Whiskey;Cherry liqueur;Fresh orange juice;Egg,,Cocktail,Creamy;Sweet,Irish Whiskey,Modern Classics,Shaken,Neat/Up,Medium,Medium,Morning/Brunch,St. Patrick's Day,,Bushmill's
https://www.liquor.com/recipes/cognac-mint-julep/,Cognac Mint Julep Recip,https://cdn.liquor.com/wp-content/uploads/2011/02/09092143/cognac-mint-julep-720-720-recipe-260x260.jpg,Make this classic the old-fashioned way with French brandy.,In a shaker muddle the mint sugar and a dash of water. Add the cognac and fill with shaved ice. Shake until frosted and pour (unstrained) into a rocks glass. Garnish with a mint sprig.,Mint;Sugar;Rémy Martin 1738 Accord Royal Cognac,1 Mint sprig,Rocks,Spirit-forward;Sweet,Brandy,Classics,Shaken,On the Rocks,Medium,Complicated,Afternoon;Evening,Kentucky Derby,Summer,Rémy Martin
https://www.liquor.com/recipes/grand-margarita/,Grand Margarita,https://cdn.liquor.com/wp-content/uploads/2011/02/26111920/grand-margarita-260x260.jpg,Jazz up your ‘rita with a bit of Grand Marnier.,If desired moisten the rim of a rocks or cocktail glass and coat with salt. If using a rocks glass fill with ice. Add the remaining ingredients to a shaker and fill with ice. Shake and strain into the prepared glass. Garnish with a lime wheel.,Salt (optional);Grand Marnier;Premium tequila;Fresh lime juice;Simple syrup,1 Lime wheel,Rocks;cocktail,Fruity/Citrus-forward;Sour;Sweet,Tequila,Margaritas,Shaken,Neat/Up;On the Rocks,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,Cinco de Mayo,,Grand Marnier
https://www.liquor.com/recipes/ruby-chai-appletini/,Ruby Chai Appletini,https://cdn.liquor.com/wp-content/uploads/2019/11/18095215/ruby-chai-appletini_article_720x720-1.jpg,Get a double dose of chai.,In a shaker muddle the apple until the consistency of applesauce. Add remaining ingredients and ice and shake for 10 seconds. Strain into a chilled cocktail glass. Garnish with an apple slice. *Chai-infused vodka: Add 1 Numi ruby  chai bag and 6 oz Square One Organic vodka into a Mason jar or other glass container and let infuse for 1-2 hours before removing tea bag. **Chai-infused cider: Add 6 oz organic apple cider into a small saucepan and heat over medium heat until hot but not boiling. Turn off heat and add 1 Numi Ruby chai bag. Let steep for 3-5 minutes and remove tea bag.,Organic gala apple;Chai-infused vodka;Chai-infused cider;Organic agave nectar,Apple slice,Cocktail,Fruity/Citrus-forward;Spicy;Sweet,Vodka,Modern Classics,Shaken,Neat/Up,Medium,Complicated,Evening,,Fall,Square One
https://www.liquor.com/recipes/scramble/,Scramble,https://cdn.liquor.com/wp-content/uploads/2011/02/scramble.jpg,Beat the rush for this drink.,Add all the ingredients except the crème de mure to a shaker and fill with ice. Shake and strain into an Old Fashioned glass filled with crushed ice. Drizzle the crème de mure over the top of the drink and garnish with a lemon spiral twist and 3 blackberries.,Partida blanco tequila;Fresh lime juice;Fresh lemon juice;Agave nectar;Crème de mure (French blackberry liqueur),1 Lemon spiral twist and blackberries,Old Fashioned,Fruity/Citrus-forward;Sour;Sweet,Tequila,Modern Classics,Shaken,On the Rocks,Medium,Medium,Dinner/Paired with food;Evening,,Summer,Partida
https://www.liquor.com/recipes/riviera/,Riviera,https://cdn.liquor.com/wp-content/uploads/2013/07/Riviera.jpg,This deep-red drink is perfect for a romantic evening.,Add all the ingredients to a shaker and fill with ice. Shake well and strain into a chilled Martini glass. Garnish with a blood orange slice.,Dubonnet Rouge;Grand Marnier;Fresh blood orange juice,1 Blood orange slice,Martini,Bitter;Fruity/Citrus-forward;Sour;Sweet,Liqueurs,Modern Classics,Shaken,Neat/Up,Light,Medium,Aperitif;Evening,,Winter,Dubonnet;Grand Marnier
https://www.liquor.com/recipes/grey-goose-le-citron-asian-mary/,Grey Goose Le Citron Asian Mary,https://cdn.liquor.com/wp-content/uploads/2011/02/grey-goose-le-citron-asian-mary1.jpg,Spice up this classic with a wasabi-spiked tomato mix.,Add all the ingredients to a cocktail shaker and fill with ice. Shake vigorously and strain into a large tumbler filled with fresh ice. Garnish with shiso or cilantro leaves and a lemon wheel.,Grey Goose Le Citron Flavored Vodka;Sake;Asian Mary Mix,Shiso or cilantro leaves;Lemon wheel,Tall tumbler,Salty/Savory;Sour;Spicy,Vodka,,Shaken,On the Rocks,Light,Medium,Morning/Brunch,,,Grey Goose
https://www.liquor.com/recipes/superfruit-margarita/,Superfruit Margarita,https://cdn.liquor.com/wp-content/uploads/2011/02/24094008/superfruit-margarita-260x260.jpg,Go heavy on the antioxidants.,Fill a pitcher three-quarters of the way with ice. Add all the ingredients and stir well. Garnish with lime wheels.,VeeV Açaí Spirit;Blanco tequila;Fresh lime juice;Simple syrup;Pom Wonderful 100% Pomegranate Juice (optional),1 Lime wheels,Cocktail;Margarita,Fruity/Citrus-forward;Sour;Sweet,Liqueurs;Tequila,Margaritas;Punches,Stirred,On the Rocks,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,,,VeeV
https://www.liquor.com/recipes/kiwi-kwencher/,Kiwi Kwencher,https://cdn.liquor.com/wp-content/uploads/2013/05/kiwi-kwencher1.jpg,Mix up this refreshing fresh-and-fruity cocktail.,In a shaker muddle the kiwi. Add the simple syrup and St-Germain and fill with ice. Shake until chilled and add a splash of club soda. Strain into a cocktail glass and top with the sparkling wine. Garnish with a kiwi slice.,Ripe kiwi peeled;St-Germain elderflower liqueur;Simple syrup;Club soda;Brut sparkling wine,1 Kiwi slice,Cocktail,Fruity/Citrus-forward;Sweet,Liqueurs,Modern Classics,Shaken,Neat/Up,Medium,Complicated,Evening,,,st. germain
https://www.liquor.com/recipes/ile-rouge/,Ile Rouge,https://cdn.liquor.com/wp-content/uploads/2011/02/ile-rouge.jpg,A French name and an exotic flavor.,Muddle the peppercorns in a shaker. Add the remaining ingredients and fill with ice. Shake and strain into a chilled Martini glass. Garnish with a few more peppercorns.,Navan Natural Vanilla Liqueur;Fresh lemon juice;Fresh ruby red grapefruit juice;Premium tequila,15 Pink peppercorns,Martini,Sour;Spicy;Sweet,Liqueurs;Tequila,Modern Classics,Shaken,Neat/Up,Medium,Complicated,Dinner/Paired with food;Evening,,,Navan
https://www.liquor.com/recipes/pomchi-smash/,Pomchi Smash,https://cdn.liquor.com/wp-content/uploads/2018/08/16152849/pomchi_smash-720x720-recipe-260x260.jpg,A fruity taste of summer.,In a shaker muddle the raspberries and mint leaves. Add the remaining ingredients except the ginger ale and fill with ice. Shake and strain into a highball or large wine glass filled with fresh ice. Top with ginger ale and garnish with a raspberry and a mint sprig.,Raspberries;Mint leaves;Ron Abuelo Añejo;Cranberry juice;Fresh lemon juice;Simple syrup;Angostura bitters;Ginger ale,1 Raspberry and mint sprig,Highball;large wine,Fruity/Citrus-forward;Sour;Sweet,Rum,Modern Classics,Shaken,On the Rocks,Medium,Complicated,Evening,,Summer,Ron Abuelo
https://www.liquor.com/recipes/the-56-julep/,56 Julep,https://cdn.liquor.com/wp-content/uploads/2016/09/01082514/11-Go-To-Cocktails-for-September-Parties-56-julep-720x720-slideshow.jpg,Named for Jimmy Russell’s 56 years distilling Wild Turkey.,In a traditional silver julep cup or double Old Fashioned glass muddle the mint brown sugar and 1 ounce of the bourbon. Add the ice and remaining bourbon and garnish with a sprig of mint.,Mint;Brown sugar;Wild Turkey 101 Bourbon;crushed ice,1 Mint spring,Silver julep cup;double Old Fashioned,Spirit-forward;Sweet,Bourbon / American Whiskey,Classics,,On the Rocks,Strong,Medium,Afternoon;Evening,Kentucky Derby,Summer,Wild Turkey
https://www.liquor.com/recipes/horses-neck/,Horse's Neck,https://cdn.liquor.com/wp-content/uploads/2011/01/horses-neck1.jpg,The American-whiskey classic has only two ingredients.,Add the whiskey to a Collins glass filled with ice. Fill with ginger ale and garnish with a long strip of lemon peel.,Bourbon brandy or American rye whiskey;Ginger ale,1 Lemon peel,Collins,Sweet,Bourbon / American Whiskey;Brandy;Rye Whiskey,,,On the Rocks,Medium,Simple,Afternoon;Dinner/Paired with food;Evening,,,
https://www.liquor.com/recipes/preakness/,Preakness,https://cdn.liquor.com/wp-content/uploads/2011/01/31074344/preakness2-260x260.jpg,A splash of herbal Bénédictine gives this Manhattan variation added complexity.,Add all in the ingredients to a mixing glass and fill with ice. Stir and strain into a chilled cocktail glass. Garnish with a lemon twist.,American rye whiskey;Sweet vermouth;Bénédictine;Angostura bitters,1 Lemon twist,Cocktail,Spirit-forward,Bourbon / American Whiskey;Vermouth / Aperitif Wine,Modern Classics,Stirred,Neat/Up,Strong,Medium,Aperitif,Kentucky Derby,,Bénédictine
https://www.liquor.com/recipes/royal-balmoral-punch/,Royal Balmoral Punch,https://cdn.liquor.com/wp-content/uploads/2011/01/royal-balmoral-punch1.jpg,Named for the Royal Family’s Scottish summer home this drink combines fine single malt and good English tea.,Add the Scotch syrup and apple juice to a teacup and add a large ice cube. Top with equal amounts of lemonade and Champagne. Garnish with a lemon wheel and thistle. (This recipe can multiplied to serve a crowd: Mix in a punch bowl with a large block of ice.).,Glenfiddich 21-year-old single-malt scotch;Tea syrup;Granny Smith apple juice;Lemonade;Champagne;Thistle,Lemon wheel,Teacup,Sour;Sweet,Scotch,Punches,,On the Rocks,Medium,Medium,Evening,,Fall,Glenfiddich
https://www.liquor.com/recipes/hot-in-rio/,Hot in Rio,https://cdn.liquor.com/wp-content/uploads/2011/01/06145159/hot_in_rio-260x260.jpg,This chile pepper lime and cachaça cocktail captures the spirit of Brazilian Carnaval.,In a shaker muddle the agave nectar chile pepper slices and lime wedges. Add the remaining ingredients and fill with crushed ice. Shake and pour (unstrained) into a rocks glass. Garnish with additional chile pepper slices or a lime wedge.,Agave nectar;Chile pepper slices;Lime wedges;Leblon cachaça;Lime juice;Salt,1 Chile pepper slices or lime wedge,Rocks,Sour;Spicy;Sweet,Cachaça,Tiki / Tropical,Shaken,On the Rocks,Medium,Complicated,Afternoon;Dinner/Paired with food;Evening,,,Leblon
https://www.liquor.com/recipes/man-o-war/,Man o' War,https://cdn.liquor.com/wp-content/uploads/2016/08/26142653/11-Bourbon-Cocktails-to-Try-Right-Now-man-o-war-720x720-slideshow.jpg,Named for one of the finest racehorses in history this citrusy bourbon drink inspires.,Add all ingredients into a shaker with ice and shake. Strain into a chilled cocktail glass. Garnish with a skewered lemon peel and brandied cherry.,Bourbon;Orange curaçao or triple sec;Sweet vermouth;Fresh lemon juice,Lemon peel;Brandied cherry,Cocktail,Sour;Spirit-forward,Bourbon / American Whiskey,Modern Classics,Shaken,Neat/Up,Strong,Medium,Aperitif;Evening,Kentucky Derby,,
https://www.liquor.com/recipes/princess-marys-pride/,Princess Mary's Pride,https://cdn.liquor.com/wp-content/uploads/2011/01/princess-marys-pride1-260x260.jpg,This calvados cocktail was created in honor of Princess Mary’s 1922  wedding.,Add all the ingredients to a shaker and fill with ice. Shake and strain into a cocktail glass. Garnish with an orange peel.,Calvados (or other apple brandy);Dubonnet Rouge;Dry vermouth,1 Orange peel,Cocktail,Spirit-forward,Brandy;Vermouth / Aperitif Wine,Classics,Shaken,Neat/Up,Strong,Medium,Aperitif,,,Dubonnet
https://www.liquor.com/recipes/double-eagle/,Double Eagle,https://cdn.liquor.com/wp-content/uploads/2013/04/double-eagle1.jpg,A set of international flavors livens up this bourbon cocktail.,In a shaker muddle the lemon and basil. Add the remaining ingredients and fill with ice. Shake and double strain into a Martini glass. Garnish with a grapefruit peel and Thai basil leaf.,Lemon;Thai basil;Basil Hayden\'s Bourbon;Aperol;Simple syrup,1 Grapefruit peel and Thai basil leaf,Martini,Bitter;Sour;Sweet,Bourbon / American Whiskey,Modern Classics,Shaken,Neat/Up,Medium,Complicated,Aperitif;Evening,,,Aperol;Basil Hayden’s
https://www.liquor.com/recipes/grand-sidecar/,Grand Sidecar,https://cdn.liquor.com/wp-content/uploads/2011/01/grand-side-car.jpg,Simple sweet and sour.,Add all the ingredients to a shaker (adjusting simple syrup to tartness of lemons) and fill with ice. Shake hard and strain into a chilled Martini glass half-rimmed with sugar.,Grand Marnier;Fresh lemon juice;Simple syrup,1 Sugar (for rim),Martini,Fruity/Citrus-forward;Sour;Sweet,Liqueurs,Classics,Shaken,Neat/Up,Light,Medium,Dinner/Paired with food;Evening,,,Grand Marnier
https://www.liquor.com/recipes/diamond-blue/,Diamond Blue,https://cdn.liquor.com/wp-content/uploads/2011/01/diamond_blue-newest.jpg,Inspired by Kate Middleton’s giant sapphire engagement ring this luxurious cocktail is royally delicious.,Add the gin crème de violette and Curaçao to a mixing glass. Squeeze the lemon wedge into the glass and discard. Fill with ice. Stir and strain into a Champagne flute. Top with the Champagne and garnish with a light dusting of edible silver powder.,Hendrick's Gin;Crème de violette;Blue curaçao;Lemon wedge;Champagne,1 Edible silver powder,Champagne flute,Fruity/Citrus-forward;Sweet,Gin;Liqueurs,Modern Classics,Shaken,Neat/Up,Strong,Medium,Evening,,,Hendrick's
https://www.liquor.com/recipes/louisville-cocktail/,Louisville,https://cdn.liquor.com/wp-content/uploads/2013/05/louisville-cocktail1.jpg,You don’t have to be in Kentucky to enjoy this three-ingredient bourbon cocktail.,Add all the ingredients to a shaker and fill with ice. Shake and strain into a chilled cocktail glass. Garnish with a large orange twist.,Basil Hayden's Bourbon;Lillet Rouge;Lillet Blanc,1 Large orange twist,Cocktail,Spirit-forward,Bourbon / American Whiskey,Modern Classics,Shaken,Neat/Up,Strong,Medium,Aperitif;Evening,Kentucky Derby,,Basil Hayden’s;Lillet
https://www.liquor.com/recipes/breakfast-margarita/,Breakfast Margarita,https://cdn.liquor.com/wp-content/uploads/2013/04/Breakfast-Margarita-260x260.jpg,Start your day with this delicious orange-marmalade Margarita.,Add all the ingredients to a shaker and fill with ice. Shake and strain into a rocks glass filled with fresh ice. Garnish with an orange slice.,Tequila;Fresh lime juice;Cointreau;Orange marmalade;Agave syrup,1 Orange slice,Rocks,Fruity/Citrus-forward;Sour;Sweet,Tequila,Margaritas,Shaken,On the Rocks,Medium,Medium,Afternoon;Dinner/Paired with food;Evening;Morning/Brunch,Cinco de Mayo,,Patrón
https://www.liquor.com/recipes/celery-cup-no-1/,Celery Cup No. 1,https://cdn.liquor.com/wp-content/uploads/2011/01/15091052/celery-cup-no-1-720-720-article-260x260.jpg,With celery cilantro and cucumber it’s like a liquid salad.,In a shaker muddle the cucumber celery cilantro and lemon juice to a pulp. Add the vodka agave nectar and Pimm's and fill with ice. Shake hard for 10 seconds and strain into a tall glass filled with fresh ice. Garnish with a leafy celery stalk from the heart.,Celery (use a piece closer to the heart for sweetness);Cilantro (about a quarter cup);English cucumber;Fresh lemon juice;Square One cucumber vodka;Agave nectar;Pimm's No. 1,1 Celery stalk,Tall,Salty/Savory;Sour;Sweet,Vodka,Modern Classics,Shaken,On the Rocks,Medium,Complicated,Afternoon;Morning/Brunch,,Summer,Pimm's;Square One
https://www.liquor.com/recipes/patron-grapefruit/,Patrón Grapefruit ,https://cdn.liquor.com/wp-content/uploads/2011/01/Patrón-Grapefruit-new.jpg,Grapefruit is a great match for tequila and orange liqueur.,Add the tequila and liqueur to a highball glass full of ice. Top with grapefruit juice. Add a splash of club soda and garnish with lemon and lime slices.,Patrón Silver Tequila;Patrón Citrónge Orange Liqueur;Grapefruit juice;Club soda,1 Lemon and lime slices`,Highball,Sour;Sweet,Tequila,Margaritas,,On the Rocks,Light,Simple,Dinner/Paired with food;Evening,,,Patrón
https://www.liquor.com/recipes/basil-haydens-kentucky-buck/,Basil Hayden’s Kentucky Buc,https://cdn.liquor.com/wp-content/uploads/2011/01/basil-haydens-irish-buck.jpg,As majestic and strong as its namesake.,Add all the ingredients to a shaker and fill with ice. Shake well. Strain into a Collins glass filled with fresh ice. Garnish with a lemon wheel.,Basil Hayden\'s Bourbon;DeKuyper Triple Sec;Orange juice;Cranberry juice;Simple syrup,1 Lemon wheel,Collins,Fruity/Citrus-forward;Sour;Sweet,Bourbon / American Whiskey,Modern Classics,Shaken,On the Rocks,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,,,Basil Hayden’s;DeKuyper
https://www.liquor.com/recipes/navan-smash/,Navan Smash,https://cdn.liquor.com/wp-content/uploads/2011/01/navan-smash1.jpg,Brighten your evening with this vanilla mint and lemon cocktail.,In a shaker muddle the lemon wedges and mint leaves. Add the Navan and fill with ice. Shake and strain into a rocks glass filled with fresh ice. Garnish with a mint sprig stuck into a lemon wheel.,Lemon wedges;Mint leaves;Navan Natural Vanilla Liqueur,1 Mint sprig and lemon wheel,Rocks,Fruity/Citrus-forward;Sour;Sweet,Liqueurs,Modern Classics,Shaken,On the Rocks,Medium,Complicated,Afternoon;Evening,,,Navan
https://www.liquor.com/recipes/skinny-mojito/,Skinny Mojito,https://cdn.liquor.com/wp-content/uploads/2011/01/10103125/Skinny-Mojito-newest-260x260.jpg,Its flavor is full-size.,In a shaker muddle the mint and lime. Add the rum and agave nectar and fill with ice. Shake and pour (unstrained) into a highball glass. Top with club soda and garnish with a lime wheel.,Mint leaves;Lime wedges;Rum;Agave nectar;Club soda,1 Lime wheel,Highball,Fruity/Citrus-forward;Sour;Sweet,Rum,Classics,Shaken,On the Rocks,Medium,Complicated,Dinner/Paired with food;Evening,,,Bacardi
https://www.liquor.com/recipes/grand-sangria/,Grand Sangria,https://cdn.liquor.com/wp-content/uploads/2011/01/06162714/grand-sangria-260x260.jpg,An orange twist on the classic fruity wine concoction.,Combine all the ingredients except the orange juice and wine in a punch bowl and let stand at least 1 hour. Stir the orange juice and wine and serve in ice-filled punch cups or wine glasses.,Grand Marnier;Seedless red or black grapes;Lemons sliced;Orange sliced;Apples red and green cored and cut into .5 inch wedges;Cinnamon sticks;Superfine sugar;Orange juice;Casa Lapostolle Merlot chilled,,Wine;punch,Fruity/Citrus-forward;Sour;Sweet,Liqueurs,Classics;Punches,Stirred,On the Rocks,Light,Medium,Dinner/Paired with food;Evening,,,Grand Marnier
https://www.liquor.com/recipes/vita-coco-caipirinha/,Vita Coco Caipirinha,https://cdn.liquor.com/wp-content/uploads/2011/01/19170658/coco-caipirinha-cocktail-260x260.jpg,The South American cocktail endorsed by Demi Moore and Madonna.,Fill an Old Fashioned glass with ice. Squeeze the lime wedges into the glass and then add the wedges and sugar. Fill the glass a third of the way with cachaca. Fill with Vita Coco Tangerine and stir gently.,Lime wedges;Sugar;Cachaça;Vita Coco Tangerine,,Old Fashioned,Fruity/Citrus-forward;Sour;Sweet,Cachaça,Classics,Stirred,On the Rocks,Medium,Medium,Evening,,,
https://www.liquor.com/recipes/hot-caramel-buttered-rum/,Hot Caramel Buttered Rum,https://cdn.liquor.com/wp-content/uploads/2017/01/03124815/11-Essential-Cocktails-for-Your-January-Parties-hot-caramel-buttered-rum-720x720-slideshow.jpg,The ultimate indulgence: a sweet caramel-and-spice cocktail with a pat of rich butter.,In a mug stir together the butter brown sugar honey and spices until they've formed a batter. Add the remaining ingredients and stir vigorously until the batter is fully dissolved. Garnish with a cinnamon stick.,Unsalted butter softened;Brown sugar;Honey;Ground cinnamon;Ground cloves;Ground nutmeg;Ron Abuelo Añejo Rum;Van Gogh Dutch Caramel Vodka;Hot water add more if desired,1 Cinnamon stick,Mug,Creamy;Sweet,Rum;Vodka,Classics;Hot,Stirred,Hot/Warm,Strong,Complicated,Evening;Nightcap,Christmas;Hanukkah,Winter,Ron Abuelo;Van Gogh
https://www.liquor.com/recipes/the-collins/,The Collins,https://cdn.liquor.com/wp-content/uploads/2011/01/the-collins.jpg,The classic original from the original celebrity bartender Jerry Thomas.,Add all the ingredients except the soda to a shaker and fill with large hard cold ice cubes. Shake and double-strain into a Collins glass fill with fresh ice. Top with soda and garnish with a lemon wedge.,Bols genever;Fresh lemon juice;Rich simple syrup;Club soda,,Collins,Fruity/Citrus-forward;Sour;Sweet,Gin,Classics,Shaken,On the Rocks,Medium,Medium,Evening,,,Bols
https://www.liquor.com/recipes/black-velvet/,Black Velvet,https://cdn.liquor.com/wp-content/uploads/2011/01/13143831/black-velvet-720-720-recipe-260x260.jpg,High-class meets working-class.,Fill a highball glass halfway with beer. Pouring over a spoon into the glass fill to the top with Champagne.,Guinness Beer;Champagne (or sparkling wine),,Highball,Bitter;Sweet,Beer,Classics,,Neat/Up,Medium,Simple,Evening,,,guinness
https://www.liquor.com/recipes/pisco-sour/,Pisco Sour,https://cdn.liquor.com/wp-content/uploads/2019/02/08143927/pisco-sour-720x720-recipe-260x260.jpg,Chile and Peru bicker fiercely over the birthright of the Pisco Sour but by most accounts the drink originated with an American. Expat bartender Victor Morris is believed to have concocted the frothy smooth cocktail in his Lima bar in the 1920s. Blending pisco lime juice egg white and Angostura bitters the Pisco Sour is simultaneously earthy sweet and tart—a cocktail worth fighting over.,Add all ingredients into a shaker with ice and shake vigorously. Strain into a chilled rocks glass over fresh ice. (Alternately you can pour it neat into a Nick &amp; Nora glass.). Garnish with 3 drops of the bitters. Using a straw swirl the bitters into a simple design.,Pisco;Fresh lime juice;Simple syrup;Egg white,,Rocks;Nick &amp; Nora,Sour;Sweet,Pisco,Classics,Shaken,Neat/Up,Medium,Medium,Dinner/Paired with food;Evening,,,Angostura
https://www.liquor.com/recipes/strawberry-daiquiri/,Strawberry Daiquiri,https://cdn.liquor.com/wp-content/uploads/2011/01/01170006/strawberry-daiquiri-260x260.jpg,The Strawberry Daiquiri is a classic summertime drink. Chill down with this frosty rum concoction.,Add all ingredients into a blender and blend until smooth. Pour into a Margarita glass or wine goblet. Garnish with an edible orchid and a cocktail umbrella.,Aged Puerto Rican or Jamaican rum;Fresh lime juice;Rich simple syrup (2 parts sugar 1 part water);Strawberry;Ice cubes,Edible orchid;Cocktail umbrella,Margarita;wine goblet,Fruity/Citrus-forward;Sour;Sweet,Rum,Classics;Frozen / Blended;Tiki / Tropical,Blended,Frozen,Medium,Complicated,Evening,,,Bacardi
https://www.liquor.com/recipes/savory-margarita/,Savory Margarita,https://cdn.liquor.com/wp-content/uploads/2017/10/25084058/11-Essential-Cocktails-for-your-November-Parties-savory-margarita-720x720-slideshow-260x260.jpg,A sip of this concoction will convince you that red bell pepper deserves a place behind the bar.,Add all ingredients into a shaker with ice and shake. Strain into a rocks glass over fresh ice. Garnish with a lime wheel.,Milagro reposado tequila;Fresh red bell pepper juice;Fresh lime juice;Honey syrup (one part honey one part water);Fresh cilantro,Lime wheel,Rocks,Fruity/Citrus-forward;Salty/Savory;Sour;Sweet,Tequila,Margaritas,Shaken,On the Rocks,Medium,Medium,Dinner/Paired with food;Evening,,,Milagro
https://www.liquor.com/recipes/wilsons-smash/,Wilson's Smash,https://cdn.liquor.com/wp-content/uploads/2019/07/18111648/wilsons-smash-720x720-recipe-260x260.jpg,Caramelized pineapple syrup makes this tropical rum drink something very special.,Add all ingredients except the club soda to a shaker with ice and shake. Fine-strain into a rocks glass over fresh ice. Top with a splash of club soda. Garnish with a lemon wheel.,Brugal extra viejo rum;Fresh lime juice;Caramelized Pineapple Syrup;Angostura bitters;Absinthe;Fresh mint;Club soda,Lemon wheel,Rocks,Fruity/Citrus-forward;Sour;Sweet,Rum,Tiki / Tropical,Shaken,On the Rocks,Medium,Complicated,Evening,,,Brugal;Sailor Jerry
https://www.liquor.com/recipes/sparkling-holiday-punch/,Sparkling Holiday Punch,https://cdn.liquor.com/wp-content/uploads/2011/01/24094018/sparkling-holiday-punch.jpeg,Every day is a holiday with this fizzy fruity vodka punch.,In a large bowl muddle the orange peels and sugar to form a paste. Add the lemon juice syrup and both vodkas and stir to combine. Place a large block of ice in a punch bowl and add the vodka mixture. Top with the sparkling wine and water. Stir and garnish with thinly cut lemon wheels and thin slices of fig.,Navel oranges;Sugar;Fresh lemon juice;Fig-Infused Tea Syrup%;Stoli White Pomegranik Vodka;Stoli Blueberi Vodka;Sparkling wine;Water chilled,Lemon wheels;Fig slices,,Fruity/Citrus-forward;Sour;Sweet,Vodka,Punches,Stirred,On the Rocks,Medium,Complicated,Evening,,Summer,Stolichnaya
https://www.liquor.com/recipes/very-sexy-martini/,Very Sexy Martini,https://cdn.liquor.com/wp-content/uploads/2010/12/15123135/very-sexy-martini-720-720-recipe-260x260.jpg,Celebrate in style.,In a shaker muddle the raspberries and mint. Add the remaining ingredients except the Champagne and fill with ice. Shake and strain into a Martini glass. Top with the Champagne and garnish with a mint spring and a raspberry.,Raspberries;Mint leaves;Fresh lime juice;Simple syrup (one part sugar one part water);Citrus vodka;Moët &amp; Chandon Rosé Imperial Champagne,1 Mint sprig and raspberry,Martini,Bubbly;Fruity/Citrus-forward;Sour;Sweet,Vodka,Martinis,Shaken,Neat/Up,Medium,Complicated,Dinner/Paired with food;Evening,,,Grey Goose
https://www.liquor.com/recipes/witchs-brew/,Witch's Brew,https://cdn.liquor.com/wp-content/uploads/2013/05/witchs-brew.jpg,Indulge with this chocolate-raspberry vodka and Champagne treat.,Add the vodka and crème de cassis to a shaker and fill with ice. Shake well and strain into a Champagne flute. Top with chilled Champagne.,Godiva Chocolate Raspberry Infused Vodka;Crème de Cassis;Champagne,,Flute,Bubbly;Spirit-forward;Sweet,Vodka,Modern Classics,Shaken,Neat/Up,Strong,Medium,Evening,,,Godiva
https://www.liquor.com/recipes/corzo-tequila-toast/,Corzo Tequila Toast,https://cdn.liquor.com/wp-content/uploads/2010/12/corzo-tequila-toast.jpg,Put on your top hat and tails to drink this sparkling concoction.,Add the tequila and cognac to a chilled Champagne flute and fill with Champagne. Garnish with raspberries.,Corzo Silver Tequila;Vanilla cognac;Champagne,1 Raspberries,Champagne flute,Bubbly,Tequila,Modern Classics,,Neat/Up,Strong,Simple,Afternoon;Evening,,,Corzo
https://www.liquor.com/recipes/cinnamon-sparkle/,Cinnamon Sparkle,https://cdn.liquor.com/wp-content/uploads/2010/12/cinnamon-sparkle.jpeg,Crémant d’Alsace sparkling wine completes this tasty rum-and-cognac cocktail.,In a mixing glass muddle the sugar cubes in the club soda until dissolved. Stir in the remaining ingredients except for the wine one at a time. Fill with ice and continue stirring until chilled. Strain into a coupe or punch glass and top with the wine. Garnish with a cinnamon stick.,Sugar cubes;Club soda;Flor de Caña 7-Year-Old Grand Reserve Rum;Camus VSOP Cognac;Marie Brizard Peach Liqueur;Lemon juice;Cinnamon bark syrup;Crémant d'Alsace wine,1 Cinnamon stick,Coupe;punch,Bubbly;Sour;Sweet,Cognac;Rum,Modern Classics,Stirred,Neat/Up,Medium,Complicated,Dinner/Paired with food;Evening,,,Camus;Flor de Caña;Marie Brizard
